date,open,high,low,close,volume
2019-06-12,48.48,48.59,47.4,47.82,75146.91
2019-06-11,46.48,48.89,46.48,48.81,103623.17
2019-06-10,45.42,46.79,44.8,46.3,84324.18
2019-06-06,45.54,46.5,44.9,45.1,95574.21
2019-06-05,46.7,46.72,44.7,45.14,97662.81
2019-06-04,47.45,47.53,45.56,45.9,82558.35
2019-06-03,48.78,48.95,46.8,47.32,83487.62
2019-05-31,48.88,49.2,48.11,48.61,49668.03
2019-05-30,48.2,49.01,48.2,48.89,49247.31
2019-05-29,48.78,49.65,48.38,48.65,81610.06
2019-05-28,49.3,49.68,48.17,49.5,101586.55
2019-05-27,49.2,49.68,48.18,49.4,69991.72
2019-05-24,49.24,49.99,48.2,49.5,55997.33
2019-05-23,50.6,50.9,48.83,48.94,57544.3
2019-05-22,51.66,52.35,50.33,50.85,43454.51
2019-05-21,51.4,52.18,50.0,51.65,50228.08
2019-05-20,52.0,52.28,49.73,51.99,76519.41
2019-05-17,54.5,54.94,51.83,52.28,91752.86
2019-05-16,53.35,54.47,53.0,54.3,72683.1
2019-05-15,52.35,54.01,51.65,53.92,88127.72
2019-05-14,51.6,52.8,51.36,52.19,56678.47
2019-05-13,51.0,53.63,50.21,52.66,101395.75
2019-05-10,48.34,51.12,48.34,51.11,93501.48
2019-05-09,49.69,49.7,47.12,47.88,105191.13
2019-05-08,50.8,53.25,50.3,50.71,90210.58
2019-05-07,50.4,52.53,50.4,52.15,111574.43
2019-05-06,50.0,52.55,49.0,50.0,149150.55
2019-04-30,48.31,51.41,48.31,51.0,109764.03
2019-04-29,48.15,48.4,46.5,47.1,67795.16
2019-04-26,48.09,48.74,47.68,48.59,44695.97
2019-04-25,49.2,49.48,48.09,48.09,41891.77
2019-04-24,49.49,49.85,48.33,49.3,59342.29
2019-04-23,49.5,50.51,48.66,49.37,58563.47
2019-04-22,50.0,50.8,49.05,49.45,44589.1
2019-04-19,50.2,50.67,49.2,50.0,62644.32
2019-04-18,47.85,51.96,47.6,50.8,133872.73
2019-04-17,48.1,48.31,47.3,47.85,46966.7
2019-04-16,47.18,47.92,46.8,47.79,56527.69
2019-04-15,49.48,50.0,47.01,47.18,99794.07
2019-04-12,47.6,50.68,47.6,48.8,96568.92
2019-04-11,48.88,48.94,47.4,47.8,74286.45
2019-04-10,48.46,49.24,47.51,48.56,76825.25
2019-04-09,48.3,48.77,46.72,48.4,72619.99
2019-04-08,49.15,50.5,47.91,48.5,90161.88
2019-04-04,49.14,50.19,48.17,49.1,102944.98
2019-04-03,46.5,50.46,46.25,48.6,126685.27
2019-04-02,46.15,47.25,45.13,46.16,91797.87
2019-04-01,43.01,46.5,43.01,46.15,161497.16
2019-03-29,40.38,44.2,40.3,43.17,184435.59
2019-03-28,40.5,41.39,40.16,41.13,97629.07
2019-03-27,38.3,41.29,38.3,40.55,171534.44
2019-03-26,39.26,39.43,37.88,38.22,83487.62
2019-03-25,39.2,39.99,38.78,39.15,76054.2
2019-03-22,40.34,40.85,39.8,40.19,84799.24
2019-03-21,40.9,41.06,40.05,40.3,81570.32
2019-03-20,40.99,41.8,40.4,40.81,81243.07
2019-03-19,41.69,42.19,40.76,40.98,96600.8
2019-03-18,39.31,42.28,39.0,41.55,174804.48
2019-03-15,38.99,39.8,38.52,38.94,99207.01
2019-03-14,37.6,38.95,37.5,38.93,85145.6
2019-03-13,38.0,38.38,37.51,37.58,46252.54
2019-03-12,38.15,38.58,37.81,38.19,55943.94
2019-03-11,37.51,38.09,37.5,37.94,50234.21
2019-03-08,38.89,38.94,37.4,37.51,80721.14
2019-03-07,39.74,40.49,38.95,39.28,72905.36
2019-03-06,40.0,40.15,39.17,39.77,73328.67
2019-03-05,40.5,40.8,39.55,39.95,77316.21
2019-03-04,39.3,40.58,38.65,40.29,94150.14
2019-03-01,38.37,39.29,38.37,39.23,81744.14
2019-02-28,38.4,38.75,38.02,38.28,48239.34
2019-02-27,39.5,40.85,38.48,38.94,96332.96
2019-02-26,39.0,40.74,38.39,39.7,88440.06
2019-02-25,37.99,39.18,37.78,39.1,81454.94
